发现 356 条 name_en 含中文的异常记录：

id       name_zh                        name_en                        country_code
5716     长沙市                            长沙市                            CN
5718     湘潭市                            湘潭市                            CN
5725     鄂尔多斯市                          鄂尔多斯市                          CN
5728     苏州市                            苏州市                            CN
5730     泰安市                            泰安市                            CN
5731     无锡市                            无锡市                            CN
5735     宿州市                            宿州市                            CN
5739     林芝市                            林芝市                            CN
5740     山南市                            山南市                            CN
5741     芜湖市                            芜湖市                            CN
5742     黔南布依族苗族自治州                     黔南布依族苗族自治州                     CN
5746     四平市                            四平市                            CN
5749     揭阳市                            揭阳市                            CN
5751     潮州市                            潮州市                            CN
5753     汕头市                            汕头市                            CN
5756     清远市                            清远市                            CN
5758     宿迁市                            宿迁市                            CN
5760     阜阳市                            阜阳市                            CN
5761     大兴区                            大兴区                            CN
5763     连云港市                           连云港市                           CN
5764     合肥市                            合肥市                            CN
5765     铜陵市                            铜陵市                            CN
5766     常州市                            常州市                            CN
5767     通州区                            通州区                            CN
5768     北碚区                            北碚区                            CN
5773     池州市                            池州市                            CN
5775     淮安市                            淮安市                            CN
5777     马鞍山市                           马鞍山市                           CN
5783     淮南市                            淮南市                            CN
5784     齐齐哈尔市                          齐齐哈尔市                          CN
5785     桂林市                            桂林市                            CN
5792     宣城市                            宣城市                            CN
5793     金山区                            金山区                            CN
5794     临沂市                            临沂市                            CN
5795     舟山市                            舟山市                            CN
5799     安阳市                            安阳市                            CN
5803     廊坊市                            廊坊市                            CN
5805     九江市                            九江市                            CN
5810     嘉峪关市                           嘉峪关市                           CN
5811     武威市                            武威市                            CN
5812     广元市                            广元市                            CN
5818     扬州市                            扬州市                            CN
5826     安顺市                            安顺市                            CN
5830     日照市                            日照市                            CN
5834     衢州市                            衢州市                            CN
5837     盐城市                            盐城市                            CN
5845     阳江市                            阳江市                            CN
5846     云浮市                            云浮市                            CN
5847     淄博市                            淄博市                            CN
5848     江门市                            江门市                            CN
5851     郴州市                            郴州市                            CN
5854     肇庆市                            肇庆市                            CN
5855     衡阳市                            衡阳市                            CN
5856     吉安市                            吉安市                            CN
5861     河源市                            河源市                            CN
5862     离岛区                            离岛区                            CN
5863     崇左市                            崇左市                            CN
5871     遵义市                            遵义市                            CN
5872     铜梁区                            铜梁区                            CN
5877     北海市                            北海市                            CN
5878     抚顺市                            抚顺市                            CN
5880     达州市                            达州市                            CN
5881     垫江县                            垫江县                            CN
5893     内江市                            内江市                            CN
5895     房山区                            房山区                            CN
5897     门头沟区                           门头沟区                           CN
5900     自贡市                            自贡市                            CN
5901     德阳市                            德阳市                            CN
5902     贵阳市                            贵阳市                            CN
5904     毕节市                            毕节市                            CN
5908     黔东南苗族侗族自治州                     黔东南苗族侗族自治州                     CN
5910     铜仁市                            铜仁市                            CN
5911     巴南区                            巴南区                            CN
5912     河西区                            河西区                            CN
5913     大堂区                            大堂区                            CN
5914     六盘水市                           六盘水市                           CN
5923     嘉模堂区                           嘉模堂区                           CN
5925     江津区                            江津区                            CN
5926     沙坪坝区                           沙坪坝区                           CN
5930     来宾市                            来宾市                            CN
5931     吕梁市                            吕梁市                            CN
5938     长治市                            长治市                            CN
5941     九龙坡区                           九龙坡区                           CN
5942     晋中市                            晋中市                            CN
5950     岳阳市                            岳阳市                            CN
5955     台湾省大安地铁站4号口                    台湾省大安地铁站4号口                    CN
5957     南充市                            南充市                            CN
5958     宁波市                            宁波市                            CN
5961     乐东黎族自治县                        乐东黎族自治县                        CN
5965     南通市                            南通市                            CN
5970     铁岭市                            铁岭市                            CN
5972     葫芦岛市                           葫芦岛市                           CN
5973     衡水市                            衡水市                            CN
5975     青浦区                            青浦区                            CN
5986     保亭黎族苗族自治县                      保亭黎族苗族自治县                      CN
5987     万宁市                            万宁市                            CN
5991     虹口区                            虹口区                            CN
5995     益阳市                            益阳市                            CN
5998     通辽市                            通辽市                            CN
6001     驻马店市                           驻马店市                           CN
6002     锦州市                            锦州市                            CN
6004     潍坊市                            潍坊市                            CN
6012     梅州市                            梅州市                            CN
6018     陵水黎族自治县                        陵水黎族自治县                        CN
6026     昭通市                            昭通市                            CN
6027     甘南藏族自治州                        甘南藏族自治州                        CN
6033     阜新市                            阜新市                            CN
6034     邢台市                            邢台市                            CN
6037     榆林市                            榆林市                            CN
6038     延安市                            延安市                            CN
6054     奉节县                            奉节县                            CN
6055     巫山县                            巫山县                            CN
6062     白城市                            白城市                            CN
6067     玉溪市                            玉溪市                            CN
6069     丹东市                            丹东市                            CN
6072     十堰市                            十堰市                            CN
6075     茂名市                            茂名市                            CN
6077     天门市                            天门市                            CN
6080     临汾市                            临汾市                            CN
6082     崇明区                            崇明区                            CN
6092     新乡市                            新乡市                            CN
6093     克拉玛依市                          克拉玛依市                          CN
6095     宜宾市                            宜宾市                            CN
6097     鸡西市                            鸡西市                            CN
6100     七台河市                           七台河市                           CN
6103     保定市                            保定市                            CN
6106     荆门市                            荆门市                            CN
6108     杨浦区                            杨浦区                            CN
6113     襄阳市                            襄阳市                            CN
6120     南阳市                            南阳市                            CN
6140     南宁市                            南宁市                            CN
6142     南区                             南区                             CN
6143     普陀区                            普陀区                            CN
6144     日喀则市                           日喀则市                           CN
6145     鹰潭市                            鹰潭市                            CN
6149     拉萨市                            拉萨市                            CN
6154     德州市                            德州市                            CN
6155     滨海新区                           滨海新区                           CN
6159     安康市                            安康市                            CN
6160     天水市                            天水市                            CN
6163     平谷区                            平谷区                            CN
6169     武清区                            武清区                            CN
6170     北辰区                            北辰区                            CN
6171     东丽区                            东丽区                            CN
6180     张掖市                            张掖市                            CN
6188     海北藏族自治州                        海北藏族自治州                        CN
6189     兰州市                            兰州市                            CN
6194     海南藏族自治州                        海南藏族自治州                        CN
6195     西宁市                            西宁市                            CN
6202     镇江市                            镇江市                            CN
6204     图木舒克市                          图木舒克市                          CN
6210     大同市                            大同市                            CN
6213     密云区                            密云区                            CN
6214     包头市                            包头市                            CN
6217     朝阳市                            朝阳市                            CN
6218     营口市                            营口市                            CN
6223     本溪市                            本溪市                            CN
6226     邵阳市                            邵阳市                            CN
6231     株洲市                            株洲市                            CN
6240     常德市                            常德市                            CN
6246     玉树藏族自治州                        玉树藏族自治州                        CN
6250     怀化市                            怀化市                            CN
6279     楚雄彝族自治州                        楚雄彝族自治州                        CN
6282     文山壮族苗族自治州                      文山壮族苗族自治州                      CN
6283     临高县                            临高县                            CN
6284     湛江市                            湛江市                            CN
6286     儋州市                            儋州市                            CN
6287     昌江黎族自治县                        昌江黎族自治县                        CN
6288     东方市                            东方市                            CN
6289     琼海市                            琼海市                            CN
6290     文昌市                            文昌市                            CN
6303     晋城市                            晋城市                            CN
6334     亳州市                            亳州市                            CN
6335     商丘市                            商丘市                            CN
6341     开封市                            开封市                            CN
6354     朔州市                            朔州市                            CN
6631     平凉市                            平凉市                            CN
6640     大庆市                            大庆市                            CN
6654     濮阳市                            濮阳市                            CN
6663     防城港市                           防城港市                           CN
6666     百色市                            百色市                            CN
6667     黔西南布依族苗族自治州                    黔西南布依族苗族自治州                    CN
6668     博尔塔拉蒙古自治州                      博尔塔拉蒙古自治州                      CN
6681     那曲市                            那曲市                            CN
6684     陇南市                            陇南市                            CN
6686     定西市                            定西市                            CN
6687     眉山市                            眉山市                            CN
6701     五家渠市                           五家渠市                           CN

共 356 条，需修复 mapping 表或补充正确英文名
